;ICC;F;df1;df2;pval;CI95%;Description;Stage;Group;Bands;Components
1478;0.93768;16.046318;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;beta3;CP3
1479;0.71028;3.45161;24;72;2.5e-05;[0.47 0.86];Average fixed raters;Normalized data;G2;gamma;CP3
1480;0.836406;6.112679;24;72;0.0;[0.7  0.92];Average fixed raters;Normalized data;G2;delta;CP4
1481;0.928249;13.93715;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;theta;CP4
1482;0.93426;15.211526;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;alpha-1;CP4
1483;0.914576;11.706267;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;alpha-2;CP4
1484;0.918185;12.222664;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;beta1;CP4
1485;0.952596;21.095184;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;beta2;CP4
1486;0.957194;23.361245;24;72;0.0;[0.92 0.98];Average fixed raters;Normalized data;G2;beta3;CP4
1487;0.853563;6.828884;24;72;0.0;[0.73 0.93];Average fixed raters;Normalized data;G2;gamma;CP4
1488;0.704504;3.384137;24;72;3.4e-05;[0.46 0.86];Average fixed raters;Normalized data;G2;delta;CP5
1489;0.923559;13.081924;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;theta;CP5
1490;0.931472;14.592546;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;alpha-1;CP5
1491;0.928638;14.013058;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;alpha-2;CP5
1492;0.82461;5.701581;24;72;0.0;[0.68 0.91];Average fixed raters;Normalized data;G2;beta1;CP5
1493;0.938043;16.140128;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;beta2;CP5
1494;0.89034;9.119066;24;72;0.0;[0.8  0.95];Average fixed raters;Normalized data;G2;beta3;CP5
1495;0.523627;2.099196;24;72;0.008446;[0.12 0.77];Average fixed raters;Normalized data;G2;gamma;CP5
1496;0.810676;5.28196;24;72;0.0;[0.65 0.91];Average fixed raters;Normalized data;G2;delta;CP6
1497;0.950025;20.010044;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;theta;CP6
1498;0.926704;13.643318;24;72;0.0;[0.87 0.96];Average fixed raters;Normalized data;G2;alpha-1;CP6
1499;0.927316;13.758201;24;72;0.0;[0.87 0.96];Average fixed raters;Normalized data;G2;alpha-2;CP6
1500;0.886847;8.837594;24;72;0.0;[0.79 0.94];Average fixed raters;Normalized data;G2;beta1;CP6
1501;0.949878;19.951516;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;beta2;CP6
1502;0.95043;20.173551;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;beta3;CP6
1503;0.81468;5.396058;24;72;0.0;[0.66 0.91];Average fixed raters;Normalized data;G2;gamma;CP6
1504;0.870247;7.706945;24;72;0.0;[0.76 0.94];Average fixed raters;Normalized data;G2;delta;CPZ
1505;0.935969;15.617405;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;theta;CPZ
1506;0.88658;8.816758;24;72;0.0;[0.79 0.94];Average fixed raters;Normalized data;G2;alpha-1;CPZ
1507;0.914791;11.73586;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;alpha-2;CPZ
1508;0.849706;6.653622;24;72;0.0;[0.72 0.93];Average fixed raters;Normalized data;G2;beta1;CPZ
1509;0.941821;17.188274;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;beta2;CPZ
1510;0.896485;9.660389;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;beta3;CPZ
1511;0.903932;10.409314;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;gamma;CPZ
1512;0.823684;5.671639;24;72;0.0;[0.68 0.91];Average fixed raters;Normalized data;G2;delta;CZ
1513;0.956225;22.844303;24;72;0.0;[0.92 0.98];Average fixed raters;Normalized data;G2;theta;CZ
1514;0.9116;11.31218;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;alpha-1;CZ
1515;0.897401;9.746688;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;alpha-2;CZ
1516;0.905313;10.561123;24;72;0.0;[0.83 0.95];Average fixed raters;Normalized data;G2;beta1;CZ
1517;0.960719;25.457634;24;72;0.0;[0.93 0.98];Average fixed raters;Normalized data;G2;beta2;CZ
1518;0.915599;11.848249;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;beta3;CZ
1519;0.934868;15.353415;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;gamma;CZ
1520;0.852602;6.784349;24;72;0.0;[0.73 0.93];Average fixed raters;Normalized data;G2;delta;F1
1521;0.939129;16.428289;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;theta;F1
1522;0.911558;11.306846;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;alpha-1;F1
1523;0.87823;8.212216;24;72;0.0;[0.78 0.94];Average fixed raters;Normalized data;G2;alpha-2;F1
1524;0.929753;14.235486;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;beta1;F1
1525;0.925809;13.478652;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;beta2;F1
1526;0.933015;14.928627;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;beta3;F1
1527;0.920613;12.596548;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;gamma;F1
1528;0.8483;6.591953;24;72;0.0;[0.72 0.93];Average fixed raters;Normalized data;G2;delta;F2
1529;0.942399;17.360835;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;theta;F2
1530;0.913935;11.619147;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;alpha-1;F2
1531;0.886104;8.779961;24;72;0.0;[0.79 0.94];Average fixed raters;Normalized data;G2;alpha-2;F2
1532;0.918812;12.317133;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;beta1;F2
1533;0.92252;12.906615;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;beta2;F2
1534;0.936751;15.810573;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;beta3;F2
1535;0.919516;12.424827;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;gamma;F2
1536;0.820252;5.563343;24;72;0.0;[0.67 0.91];Average fixed raters;Normalized data;G2;delta;F3
1537;0.933143;14.957389;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;theta;F3
1538;0.909427;11.040808;24;72;0.0;[0.83 0.96];Average fixed raters;Normalized data;G2;alpha-1;F3
1539;0.878315;8.217954;24;72;0.0;[0.78 0.94];Average fixed raters;Normalized data;G2;alpha-2;F3
1540;0.928756;14.036351;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;beta1;F3
1541;0.936699;15.797603;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;beta2;F3
1542;0.934625;15.2964;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;beta3;F3
1543;0.824114;5.685507;24;72;0.0;[0.68 0.91];Average fixed raters;Normalized data;G2;gamma;F3
1544;0.838953;6.209382;24;72;0.0;[0.7  0.92];Average fixed raters;Normalized data;G2;delta;F4
1545;0.945991;18.515474;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;theta;F4
1546;0.916941;12.039564;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;alpha-1;F4
1547;0.874517;7.969238;24;72;0.0;[0.77 0.94];Average fixed raters;Normalized data;G2;alpha-2;F4
1548;0.910789;11.20941;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;beta1;F4
1549;0.921938;12.810287;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;beta2;F4
1550;0.934999;15.384441;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;beta3;F4
1551;0.88614;8.78275;24;72;0.0;[0.79 0.94];Average fixed raters;Normalized data;G2;gamma;F4
1552;0.794431;4.864546;24;72;0.0;[0.62 0.9 ];Average fixed raters;Normalized data;G2;delta;F5
1553;0.925559;13.433524;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;theta;F5
1554;0.910536;11.177718;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;alpha-1;F5
1555;0.879109;8.271942;24;72;0.0;[0.78 0.94];Average fixed raters;Normalized data;G2;alpha-2;F5
1556;0.902009;10.204971;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;beta1;F5
1557;0.931609;14.621727;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;beta2;F5
1558;0.919163;12.370511;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;beta3;F5
1559;0.765154;4.258104;24;72;1e-06;[0.57 0.89];Average fixed raters;Normalized data;G2;gamma;F5
1560;0.744074;3.907372;24;72;4e-06;[0.53 0.88];Average fixed raters;Normalized data;G2;delta;F6
1561;0.933477;15.032458;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;theta;F6
1562;0.920605;12.595227;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;alpha-1;F6
1563;0.871233;7.765957;24;72;0.0;[0.76 0.94];Average fixed raters;Normalized data;G2;alpha-2;F6
1564;0.896508;9.662562;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;beta1;F6
1565;0.89188;9.24901;24;72;0.0;[0.8  0.95];Average fixed raters;Normalized data;G2;beta2;F6
1566;0.877223;8.144873;24;72;0.0;[0.77 0.94];Average fixed raters;Normalized data;G2;beta3;F6
1567;0.677574;3.10149;24;72;0.000112;[0.41 0.84];Average fixed raters;Normalized data;G2;gamma;F6
1568;0.724612;3.631237;24;72;1.2e-05;[0.49 0.87];Average fixed raters;Normalized data;G2;delta;F7
1569;0.922251;12.861962;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;theta;F7
1570;0.919642;12.444305;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;alpha-1;F7
1571;0.874251;7.952369;24;72;0.0;[0.77 0.94];Average fixed raters;Normalized data;G2;alpha-2;F7
1572;0.854152;6.856443;24;72;0.0;[0.73 0.93];Average fixed raters;Normalized data;G2;beta1;F7
1573;0.920619;12.597475;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;beta2;F7
1574;0.888188;8.943589;24;72;0.0;[0.79 0.95];Average fixed raters;Normalized data;G2;beta3;F7
1575;0.728973;3.689673;24;72;9e-06;[0.5  0.87];Average fixed raters;Normalized data;G2;gamma;F7
1576;0.702666;3.363222;24;72;3.7e-05;[0.45 0.86];Average fixed raters;Normalized data;G2;delta;F8
1577;0.933685;15.079513;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;theta;F8
1578;0.919588;12.435971;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;alpha-1;F8
1579;0.860123;7.149131;24;72;0.0;[0.74 0.93];Average fixed raters;Normalized data;G2;alpha-2;F8
1580;0.894466;9.475594;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;beta1;F8
1581;0.905681;10.602288;24;72;0.0;[0.83 0.95];Average fixed raters;Normalized data;G2;beta2;F8
1582;0.861076;7.198167;24;72;0.0;[0.74 0.93];Average fixed raters;Normalized data;G2;beta3;F8
1583;0.653412;2.885274;24;72;0.000283;[0.36 0.83];Average fixed raters;Normalized data;G2;gamma;F8
1584;0.819811;5.549727;24;72;0.0;[0.67 0.91];Average fixed raters;Normalized data;G2;delta;FC1
1585;0.951163;20.476368;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;theta;FC1
1586;0.909022;10.991663;24;72;0.0;[0.83 0.96];Average fixed raters;Normalized data;G2;alpha-1;FC1
1587;0.890921;9.167648;24;72;0.0;[0.8  0.95];Average fixed raters;Normalized data;G2;alpha-2;FC1
1588;0.922148;12.844912;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;beta1;FC1
1589;0.932286;14.767945;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;beta2;FC1
1590;0.913416;11.549508;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;beta3;FC1
1591;0.909014;10.990743;24;72;0.0;[0.83 0.96];Average fixed raters;Normalized data;G2;gamma;FC1
1592;0.823542;5.667062;24;72;0.0;[0.68 0.91];Average fixed raters;Normalized data;G2;delta;FC2
1593;0.952455;21.032548;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;theta;FC2
1594;0.908874;10.973851;24;72;0.0;[0.83 0.96];Average fixed raters;Normalized data;G2;alpha-1;FC2
1595;0.891853;9.246651;24;72;0.0;[0.8  0.95];Average fixed raters;Normalized data;G2;alpha-2;FC2
1596;0.905246;10.553617;24;72;0.0;[0.83 0.95];Average fixed raters;Normalized data;G2;beta1;FC2
1597;0.927572;13.806834;24;72;0.0;[0.87 0.96];Average fixed raters;Normalized data;G2;beta2;FC2
1598;0.920977;12.654504;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;beta3;FC2
1599;0.902631;10.270162;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;gamma;FC2
1600;0.799823;4.995582;24;72;0.0;[0.63 0.9 ];Average fixed raters;Normalized data;G2;delta;FC3
1601;0.944408;17.988356;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;theta;FC3
1602;0.9065;10.695166;24;72;0.0;[0.83 0.95];Average fixed raters;Normalized data;G2;alpha-1;FC3
1603;0.886881;8.840283;24;72;0.0;[0.79 0.95];Average fixed raters;Normalized data;G2;alpha-2;FC3
1604;0.917215;12.079548;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;beta1;FC3
1605;0.943674;17.753927;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;beta2;FC3
1606;0.930044;14.2946;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;beta3;FC3
1607;0.729373;3.695119;24;72;9e-06;[0.5  0.87];Average fixed raters;Normalized data;G2;gamma;FC3
1608;0.787941;4.715665;24;72;0.0;[0.61 0.9 ];Average fixed raters;Normalized data;G2;delta;FC4
1609;0.947042;18.882723;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;theta;FC4
1610;0.920727;12.614652;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;alpha-1;FC4
1611;0.906974;10.749731;24;72;0.0;[0.83 0.95];Average fixed raters;Normalized data;G2;alpha-2;FC4
1612;0.906973;10.749525;24;72;0.0;[0.83 0.95];Average fixed raters;Normalized data;G2;beta1;FC4
1613;0.941721;17.158957;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;beta2;FC4
1614;0.923395;13.054021;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;beta3;FC4
1615;0.739713;3.84191;24;72;5e-06;[0.52 0.87];Average fixed raters;Normalized data;G2;gamma;FC4
1616;0.742807;3.888135;24;72;4e-06;[0.53 0.87];Average fixed raters;Normalized data;G2;delta;FC5
1617;0.925918;13.498551;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;theta;FC5
1618;0.894826;9.508075;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;alpha-1;FC5
1619;0.875825;8.05318;24;72;0.0;[0.77 0.94];Average fixed raters;Normalized data;G2;alpha-2;FC5
1620;0.877407;8.15708;24;72;0.0;[0.77 0.94];Average fixed raters;Normalized data;G2;beta1;FC5
1621;0.903593;10.372728;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;beta2;FC5
1622;0.862864;7.292006;24;72;0.0;[0.75 0.93];Average fixed raters;Normalized data;G2;beta3;FC5
1623;0.702655;3.363094;24;72;3.7e-05;[0.45 0.86];Average fixed raters;Normalized data;G2;gamma;FC5
1624;0.679209;3.117295;24;72;0.000105;[0.41 0.84];Average fixed raters;Normalized data;G2;delta;FC6
1625;0.931571;14.613633;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;theta;FC6
1626;0.906487;10.693718;24;72;0.0;[0.83 0.95];Average fixed raters;Normalized data;G2;alpha-1;FC6
1627;0.851485;6.733323;24;72;0.0;[0.73 0.93];Average fixed raters;Normalized data;G2;alpha-2;FC6
1628;0.847157;6.542673;24;72;0.0;[0.72 0.93];Average fixed raters;Normalized data;G2;beta1;FC6
1629;0.907813;10.847471;24;72;0.0;[0.83 0.96];Average fixed raters;Normalized data;G2;beta2;FC6
1630;0.837577;6.156767;24;72;0.0;[0.7  0.92];Average fixed raters;Normalized data;G2;beta3;FC6
1631;0.69246;3.251604;24;72;5.9e-05;[0.43 0.85];Average fixed raters;Normalized data;G2;gamma;FC6
1632;0.827613;5.800889;24;72;0.0;[0.68 0.92];Average fixed raters;Normalized data;G2;delta;FCZ
1633;0.946574;18.717305;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;theta;FCZ
1634;0.909095;11.000479;24;72;0.0;[0.83 0.96];Average fixed raters;Normalized data;G2;alpha-1;FCZ
1635;0.884404;8.650837;24;72;0.0;[0.79 0.94];Average fixed raters;Normalized data;G2;alpha-2;FCZ
1636;0.900872;10.087954;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;beta1;FCZ
1637;0.931706;14.642484;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;beta2;FCZ
1638;0.916487;11.974154;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;beta3;FCZ
1639;0.904364;10.456279;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;gamma;FCZ
1640;0.677283;3.098686;24;72;0.000113;[0.41 0.84];Average fixed raters;Normalized data;G2;delta;FP1
1641;0.925604;13.441599;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;theta;FP1
1642;0.912592;11.440547;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;alpha-1;FP1
1643;0.885757;8.753235;24;72;0.0;[0.79 0.94];Average fixed raters;Normalized data;G2;alpha-2;FP1
1644;0.904359;10.455788;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;beta1;FP1
1645;0.947408;19.014168;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;beta2;FP1
1646;0.946164;18.574903;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;beta3;FP1
1647;0.873831;7.92585;24;72;0.0;[0.77 0.94];Average fixed raters;Normalized data;G2;gamma;FP1
1648;0.729209;3.692887;24;72;9e-06;[0.5  0.87];Average fixed raters;Normalized data;G2;delta;FP2
1649;0.926719;13.646031;24;72;0.0;[0.87 0.96];Average fixed raters;Normalized data;G2;theta;FP2
1650;0.91992;12.487535;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;alpha-1;FP2
1651;0.883357;8.573154;24;72;0.0;[0.79 0.94];Average fixed raters;Normalized data;G2;alpha-2;FP2
1652;0.889362;9.038485;24;72;0.0;[0.8  0.95];Average fixed raters;Normalized data;G2;beta1;FP2
1653;0.941394;17.063169;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;beta2;FP2
1654;0.938883;16.361969;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;beta3;FP2
1655;0.915271;11.802329;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;gamma;FP2
1656;0.811462;5.303968;24;72;0.0;[0.65 0.91];Average fixed raters;Normalized data;G2;delta;FPZ
1657;0.931496;14.597625;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;theta;FPZ
1658;0.920944;12.649204;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;alpha-1;FPZ
1659;0.884549;8.661704;24;72;0.0;[0.79 0.94];Average fixed raters;Normalized data;G2;alpha-2;FPZ
1660;0.907919;10.860063;24;72;0.0;[0.83 0.96];Average fixed raters;Normalized data;G2;beta1;FPZ
1661;0.957328;23.434297;24;72;0.0;[0.92 0.98];Average fixed raters;Normalized data;G2;beta2;FPZ
1662;0.955696;22.57115;24;72;0.0;[0.92 0.98];Average fixed raters;Normalized data;G2;beta3;FPZ
1663;0.93574;15.56185;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;gamma;FPZ
1664;0.848618;6.605823;24;72;0.0;[0.72 0.93];Average fixed raters;Normalized data;G2;delta;FZ
1665;0.938706;16.314917;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;theta;FZ
1666;0.912055;11.370702;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;alpha-1;FZ
1667;0.87899;8.263762;24;72;0.0;[0.78 0.94];Average fixed raters;Normalized data;G2;alpha-2;FZ
1668;0.924816;13.300736;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;beta1;FZ
1669;0.917181;12.074469;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;beta2;FZ
1670;0.934182;15.193398;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;beta3;FZ
1671;0.938367;16.224992;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;gamma;FZ
1672;0.747769;3.964626;24;72;3e-06;[0.54 0.88];Average fixed raters;Normalized data;G2;delta;O1
1673;0.935909;15.602719;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;theta;O1
1674;0.88128;8.423175;24;72;0.0;[0.78 0.94];Average fixed raters;Normalized data;G2;alpha-1;O1
1675;0.888949;9.004849;24;72;0.0;[0.8  0.95];Average fixed raters;Normalized data;G2;alpha-2;O1
1676;0.904836;10.50822;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;beta1;O1
1677;0.935417;15.483852;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;beta2;O1
1678;0.85471;6.882808;24;72;0.0;[0.73 0.93];Average fixed raters;Normalized data;G2;beta3;O1
1679;0.852153;6.763759;24;72;0.0;[0.73 0.93];Average fixed raters;Normalized data;G2;gamma;O1
1680;0.749555;3.992897;24;72;3e-06;[0.54 0.88];Average fixed raters;Normalized data;G2;delta;O2
1681;0.923881;13.137312;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;theta;O2
1682;0.883975;8.618806;24;72;0.0;[0.79 0.94];Average fixed raters;Normalized data;G2;alpha-1;O2
1683;0.886858;8.838484;24;72;0.0;[0.79 0.94];Average fixed raters;Normalized data;G2;alpha-2;O2
1684;0.891342;9.203154;24;72;0.0;[0.8  0.95];Average fixed raters;Normalized data;G2;beta1;O2
1685;0.93096;14.484325;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;beta2;O2
1686;0.851253;6.722807;24;72;0.0;[0.73 0.93];Average fixed raters;Normalized data;G2;beta3;O2
1687;0.891784;9.240812;24;72;0.0;[0.8  0.95];Average fixed raters;Normalized data;G2;gamma;O2
1688;0.736346;3.792846;24;72;6e-06;[0.51 0.87];Average fixed raters;Normalized data;G2;delta;OZ
1689;0.92124;12.696774;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;theta;OZ
1690;0.86342;7.321691;24;72;0.0;[0.75 0.93];Average fixed raters;Normalized data;G2;alpha-1;OZ
1691;0.878486;8.229482;24;72;0.0;[0.78 0.94];Average fixed raters;Normalized data;G2;alpha-2;OZ
1692;0.89839;9.841548;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;beta1;OZ
1693;0.922354;12.878986;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;beta2;OZ
1694;0.857924;7.038511;24;72;0.0;[0.74 0.93];Average fixed raters;Normalized data;G2;beta3;OZ
1695;0.863167;7.308189;24;72;0.0;[0.75 0.93];Average fixed raters;Normalized data;G2;gamma;OZ
1696;0.832968;5.98688;24;72;0.0;[0.69 0.92];Average fixed raters;Normalized data;G2;delta;P1
1697;0.917007;12.049235;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;theta;P1
1698;0.907192;10.77494;24;72;0.0;[0.83 0.95];Average fixed raters;Normalized data;G2;alpha-1;P1
1699;0.899624;9.962577;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;alpha-2;P1
1700;0.885114;8.704265;24;72;0.0;[0.79 0.94];Average fixed raters;Normalized data;G2;beta1;P1
1701;0.94054;16.817953;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;beta2;P1
1702;0.945438;18.327833;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;beta3;P1
1703;0.920131;12.520432;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;gamma;P1
1704;0.809112;5.238683;24;72;0.0;[0.65 0.91];Average fixed raters;Normalized data;G2;delta;P2
1705;0.917082;12.060135;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;theta;P2
1706;0.926108;13.533332;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;alpha-1;P2
1707;0.894974;9.521442;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;alpha-2;P2
1708;0.922718;12.939701;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;beta1;P2
1709;0.945239;18.261039;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;beta2;P2
1710;0.94245;17.376079;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;beta3;P2
1711;0.93269;14.856734;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;gamma;P2
1712;0.833871;6.01942;24;72;0.0;[0.69 0.92];Average fixed raters;Normalized data;G2;delta;P3
1713;0.930403;14.368344;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;theta;P3
1714;0.919812;12.470635;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;alpha-1;P3
1715;0.914102;11.641747;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;alpha-2;P3
1716;0.882;8.474549;24;72;0.0;[0.78 0.94];Average fixed raters;Normalized data;G2;beta1;P3
1717;0.939704;16.584823;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;beta2;P3
1718;0.949737;19.895454;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;beta3;P3
1719;0.865841;7.453829;24;72;0.0;[0.75 0.93];Average fixed raters;Normalized data;G2;gamma;P3
1720;0.807392;5.191897;24;72;0.0;[0.65 0.91];Average fixed raters;Normalized data;G2;delta;P4
1721;0.929066;14.097652;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;theta;P4
1722;0.922818;12.956438;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;alpha-1;P4
1723;0.878885;8.256644;24;72;0.0;[0.78 0.94];Average fixed raters;Normalized data;G2;alpha-2;P4
1724;0.924228;13.197459;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;beta1;P4
1725;0.941304;17.037003;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;beta2;P4
1726;0.93591;15.603109;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;beta3;P4
1727;0.930953;14.482958;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;gamma;P4
1728;0.825998;5.747058;24;72;0.0;[0.68 0.92];Average fixed raters;Normalized data;G2;delta;P5
1729;0.945347;18.297317;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;theta;P5
1730;0.924459;13.237804;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;alpha-1;P5
