;ICC;F;df1;df2;pval;CI95%;Description;Stage;Group;Bands;Components
727;0.915271;11.802329;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;gamma;FP2
728;0.811462;5.303968;24;72;0.0;[0.65 0.91];Average fixed raters;Preprocessed data;G2;delta;FPZ
729;0.931496;14.597625;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;theta;FPZ
730;0.920944;12.649204;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;FPZ
731;0.884549;8.661704;24;72;0.0;[0.79 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;FPZ
732;0.907919;10.860063;24;72;0.0;[0.83 0.96];Average fixed raters;Preprocessed data;G2;beta1;FPZ
733;0.957328;23.434297;24;72;0.0;[0.92 0.98];Average fixed raters;Preprocessed data;G2;beta2;FPZ
734;0.955696;22.57115;24;72;0.0;[0.92 0.98];Average fixed raters;Preprocessed data;G2;beta3;FPZ
735;0.93574;15.56185;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;gamma;FPZ
736;0.848618;6.605823;24;72;0.0;[0.72 0.93];Average fixed raters;Preprocessed data;G2;delta;FZ
737;0.938706;16.314917;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;theta;FZ
738;0.912055;11.370702;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;FZ
739;0.87899;8.263762;24;72;0.0;[0.78 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;FZ
740;0.924816;13.300736;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;beta1;FZ
741;0.917181;12.074469;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;beta2;FZ
742;0.934182;15.193398;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;beta3;FZ
743;0.938367;16.224992;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;gamma;FZ
744;0.747769;3.964626;24;72;3e-06;[0.54 0.88];Average fixed raters;Preprocessed data;G2;delta;O1
745;0.935909;15.602719;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;theta;O1
746;0.88128;8.423175;24;72;0.0;[0.78 0.94];Average fixed raters;Preprocessed data;G2;alpha-1;O1
747;0.888949;9.004849;24;72;0.0;[0.8  0.95];Average fixed raters;Preprocessed data;G2;alpha-2;O1
748;0.904836;10.50822;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;beta1;O1
749;0.935417;15.483852;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;beta2;O1
750;0.85471;6.882808;24;72;0.0;[0.73 0.93];Average fixed raters;Preprocessed data;G2;beta3;O1
751;0.852153;6.763759;24;72;0.0;[0.73 0.93];Average fixed raters;Preprocessed data;G2;gamma;O1
752;0.749555;3.992897;24;72;3e-06;[0.54 0.88];Average fixed raters;Preprocessed data;G2;delta;O2
753;0.923881;13.137312;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;theta;O2
754;0.883975;8.618806;24;72;0.0;[0.79 0.94];Average fixed raters;Preprocessed data;G2;alpha-1;O2
755;0.886858;8.838484;24;72;0.0;[0.79 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;O2
756;0.891342;9.203154;24;72;0.0;[0.8  0.95];Average fixed raters;Preprocessed data;G2;beta1;O2
757;0.93096;14.484325;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;beta2;O2
758;0.851253;6.722807;24;72;0.0;[0.73 0.93];Average fixed raters;Preprocessed data;G2;beta3;O2
759;0.891784;9.240812;24;72;0.0;[0.8  0.95];Average fixed raters;Preprocessed data;G2;gamma;O2
760;0.736346;3.792846;24;72;6e-06;[0.51 0.87];Average fixed raters;Preprocessed data;G2;delta;OZ
761;0.92124;12.696774;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;theta;OZ
762;0.86342;7.321691;24;72;0.0;[0.75 0.93];Average fixed raters;Preprocessed data;G2;alpha-1;OZ
763;0.878486;8.229482;24;72;0.0;[0.78 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;OZ
764;0.89839;9.841548;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;beta1;OZ
765;0.922354;12.878986;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;beta2;OZ
766;0.857924;7.038511;24;72;0.0;[0.74 0.93];Average fixed raters;Preprocessed data;G2;beta3;OZ
767;0.863167;7.308189;24;72;0.0;[0.75 0.93];Average fixed raters;Preprocessed data;G2;gamma;OZ
768;0.832968;5.98688;24;72;0.0;[0.69 0.92];Average fixed raters;Preprocessed data;G2;delta;P1
769;0.917007;12.049235;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;theta;P1
770;0.907192;10.77494;24;72;0.0;[0.83 0.95];Average fixed raters;Preprocessed data;G2;alpha-1;P1
771;0.899624;9.962577;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;alpha-2;P1
772;0.885114;8.704265;24;72;0.0;[0.79 0.94];Average fixed raters;Preprocessed data;G2;beta1;P1
773;0.94054;16.817953;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;beta2;P1
774;0.945438;18.327833;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;beta3;P1
775;0.920131;12.520432;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;gamma;P1
776;0.809112;5.238683;24;72;0.0;[0.65 0.91];Average fixed raters;Preprocessed data;G2;delta;P2
777;0.917082;12.060135;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;theta;P2
778;0.926108;13.533332;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;P2
779;0.894974;9.521442;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;alpha-2;P2
780;0.922718;12.939701;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;beta1;P2
781;0.945239;18.261039;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;beta2;P2
782;0.94245;17.376079;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;beta3;P2
783;0.93269;14.856734;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;gamma;P2
784;0.833871;6.01942;24;72;0.0;[0.69 0.92];Average fixed raters;Preprocessed data;G2;delta;P3
785;0.930403;14.368344;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;theta;P3
786;0.919812;12.470635;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;P3
787;0.914102;11.641747;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;alpha-2;P3
788;0.882;8.474549;24;72;0.0;[0.78 0.94];Average fixed raters;Preprocessed data;G2;beta1;P3
789;0.939704;16.584823;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;beta2;P3
790;0.949737;19.895454;24;72;0.0;[0.91 0.98];Average fixed raters;Preprocessed data;G2;beta3;P3
791;0.865841;7.453829;24;72;0.0;[0.75 0.93];Average fixed raters;Preprocessed data;G2;gamma;P3
792;0.807392;5.191897;24;72;0.0;[0.65 0.91];Average fixed raters;Preprocessed data;G2;delta;P4
793;0.929066;14.097652;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;theta;P4
794;0.922818;12.956438;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;P4
795;0.878885;8.256644;24;72;0.0;[0.78 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;P4
796;0.924228;13.197459;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;beta1;P4
797;0.941304;17.037003;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;beta2;P4
798;0.93591;15.603109;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;beta3;P4
799;0.930953;14.482958;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;gamma;P4
800;0.825998;5.747058;24;72;0.0;[0.68 0.92];Average fixed raters;Preprocessed data;G2;delta;P5
801;0.945347;18.297317;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;theta;P5
802;0.924459;13.237804;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;P5
803;0.919941;12.490788;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;alpha-2;P5
804;0.896755;9.685658;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;beta1;P5
805;0.94966;19.865105;24;72;0.0;[0.91 0.98];Average fixed raters;Preprocessed data;G2;beta2;P5
806;0.937056;15.887184;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;beta3;P5
807;0.858338;7.05906;24;72;0.0;[0.74 0.93];Average fixed raters;Preprocessed data;G2;gamma;P5
808;0.774328;4.431204;24;72;0.0;[0.58 0.89];Average fixed raters;Preprocessed data;G2;delta;P6
809;0.955681;22.563918;24;72;0.0;[0.92 0.98];Average fixed raters;Preprocessed data;G2;theta;P6
810;0.906323;10.675021;24;72;0.0;[0.83 0.95];Average fixed raters;Preprocessed data;G2;alpha-1;P6
811;0.898745;9.876028;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;alpha-2;P6
812;0.901326;10.134382;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;beta1;P6
813;0.943069;17.565015;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;beta2;P6
814;0.917382;12.103928;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;beta3;P6
815;0.90888;10.974503;24;72;0.0;[0.83 0.96];Average fixed raters;Preprocessed data;G2;gamma;P6
816;0.782322;4.593951;24;72;0.0;[0.6  0.89];Average fixed raters;Preprocessed data;G2;delta;P7
817;0.962763;26.854862;24;72;0.0;[0.93 0.98];Average fixed raters;Preprocessed data;G2;theta;P7
818;0.932364;14.785131;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;alpha-1;P7
819;0.929937;14.272964;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;alpha-2;P7
820;0.92409;13.173551;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;beta1;P7
821;0.954547;22.00066;24;72;0.0;[0.92 0.98];Average fixed raters;Preprocessed data;G2;beta2;P7
822;0.933275;14.986793;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;beta3;P7
823;0.863624;7.332652;24;72;0.0;[0.75 0.93];Average fixed raters;Preprocessed data;G2;gamma;P7
824;0.732984;3.745094;24;72;8e-06;[0.51 0.87];Average fixed raters;Preprocessed data;G2;delta;P8
825;0.958489;24.090199;24;72;0.0;[0.92 0.98];Average fixed raters;Preprocessed data;G2;theta;P8
826;0.920968;12.653045;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;P8
827;0.918333;12.244875;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;alpha-2;P8
828;0.895245;9.546116;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;beta1;P8
829;0.937549;16.012488;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;beta2;P8
830;0.898072;9.810825;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;beta3;P8
831;0.858446;7.064441;24;72;0.0;[0.74 0.93];Average fixed raters;Preprocessed data;G2;gamma;P8
832;0.774302;4.430706;24;72;0.0;[0.58 0.89];Average fixed raters;Preprocessed data;G2;delta;PO3
833;0.938529;16.267916;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;theta;PO3
834;0.898356;9.838225;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;alpha-1;PO3
835;0.903231;10.333903;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;alpha-2;PO3
836;0.915495;11.833634;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;beta1;PO3
837;0.94586;18.470701;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;beta2;PO3
838;0.918576;12.281464;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;beta3;PO3
839;0.870024;7.693758;24;72;0.0;[0.76 0.94];Average fixed raters;Preprocessed data;G2;gamma;PO3
840;0.674113;3.068552;24;72;0.000129;[0.4  0.84];Average fixed raters;Preprocessed data;G2;delta;PO4
841;0.928487;13.983486;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;theta;PO4
842;0.896683;9.678909;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;alpha-1;PO4
843;0.869433;7.658918;24;72;0.0;[0.76 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;PO4
844;0.923973;13.153201;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;beta1;PO4
845;0.939745;16.596227;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;beta2;PO4
846;0.897946;9.798763;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;beta3;PO4
847;0.878219;8.211471;24;72;0.0;[0.78 0.94];Average fixed raters;Preprocessed data;G2;gamma;PO4
848;0.771313;4.372797;24;72;1e-06;[0.58 0.89];Average fixed raters;Preprocessed data;G2;delta;PO5
849;0.948525;19.427087;24;72;0.0;[0.91 0.97];Average fixed raters;Preprocessed data;G2;theta;PO5
850;0.90147;10.149169;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;alpha-1;PO5
851;0.910173;11.132547;24;72;0.0;[0.83 0.96];Average fixed raters;Preprocessed data;G2;alpha-2;PO5
852;0.9074;10.799103;24;72;0.0;[0.83 0.95];Average fixed raters;Preprocessed data;G2;beta1;PO5
853;0.951243;20.509958;24;72;0.0;[0.91 0.98];Average fixed raters;Preprocessed data;G2;beta2;PO5
854;0.907777;10.843301;24;72;0.0;[0.83 0.96];Average fixed raters;Preprocessed data;G2;beta3;PO5
855;0.868042;7.578196;24;72;0.0;[0.76 0.94];Average fixed raters;Preprocessed data;G2;gamma;PO5
856;0.756595;4.108384;24;72;2e-06;[0.55 0.88];Average fixed raters;Preprocessed data;G2;delta;PO6
857;0.94333;17.645962;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;theta;PO6
858;0.895328;9.55361;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;alpha-1;PO6
859;0.891682;9.232118;24;72;0.0;[0.8  0.95];Average fixed raters;Preprocessed data;G2;alpha-2;PO6
860;0.916315;11.949513;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;beta1;PO6
861;0.944372;17.97641;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;beta2;PO6
862;0.877382;8.155435;24;72;0.0;[0.77 0.94];Average fixed raters;Preprocessed data;G2;beta3;PO6
863;0.897225;9.730028;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;gamma;PO6
864;0.784863;4.648192;24;72;0.0;[0.6 0.9];Average fixed raters;Preprocessed data;G2;delta;PO7
865;0.965978;29.392582;24;72;0.0;[0.94 0.98];Average fixed raters;Preprocessed data;G2;theta;PO7
866;0.906792;10.728638;24;72;0.0;[0.83 0.95];Average fixed raters;Preprocessed data;G2;alpha-1;PO7
867;0.91377;11.596943;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;alpha-2;PO7
868;0.916632;11.995021;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;beta1;PO7
869;0.950405;20.163495;24;72;0.0;[0.91 0.98];Average fixed raters;Preprocessed data;G2;beta2;PO7
870;0.901465;10.148667;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;beta3;PO7
871;0.867534;7.549128;24;72;0.0;[0.76 0.94];Average fixed raters;Preprocessed data;G2;gamma;PO7
872;0.768506;4.319759;24;72;1e-06;[0.57 0.89];Average fixed raters;Preprocessed data;G2;delta;PO8
873;0.950862;20.351003;24;72;0.0;[0.91 0.98];Average fixed raters;Preprocessed data;G2;theta;PO8
874;0.898763;9.877794;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;alpha-1;PO8
875;0.902734;10.281048;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;alpha-2;PO8
876;0.891766;9.239243;24;72;0.0;[0.8  0.95];Average fixed raters;Preprocessed data;G2;beta1;PO8
877;0.935915;15.604233;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;beta2;PO8
878;0.877398;8.156488;24;72;0.0;[0.77 0.94];Average fixed raters;Preprocessed data;G2;beta3;PO8
879;0.89915;9.915765;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;gamma;PO8
880;0.723632;3.618359;24;72;1.3e-05;[0.49 0.87];Average fixed raters;Preprocessed data;G2;delta;POZ
881;0.926173;13.545253;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;theta;POZ
882;0.893094;9.354044;24;72;0.0;[0.8  0.95];Average fixed raters;Preprocessed data;G2;alpha-1;POZ
883;0.886657;8.822807;24;72;0.0;[0.79 0.94];Average fixed raters;Preprocessed data;G2;alpha-2;POZ
884;0.925537;13.429412;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;beta1;POZ
885;0.939633;16.565318;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;beta2;POZ
886;0.920802;12.626532;24;72;0.0;[0.85 0.96];Average fixed raters;Preprocessed data;G2;beta3;POZ
887;0.885365;8.723352;24;72;0.0;[0.79 0.94];Average fixed raters;Preprocessed data;G2;gamma;POZ
888;0.839258;6.221133;24;72;0.0;[0.7  0.92];Average fixed raters;Preprocessed data;G2;delta;PZ
889;0.909803;11.086806;24;72;0.0;[0.83 0.96];Average fixed raters;Preprocessed data;G2;theta;PZ
890;0.911522;11.302279;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;PZ
891;0.904548;10.476468;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;alpha-2;PZ
892;0.888788;8.991838;24;72;0.0;[0.8  0.95];Average fixed raters;Preprocessed data;G2;beta1;PZ
893;0.934143;15.184336;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;beta2;PZ
894;0.934003;15.152164;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;beta3;PZ
895;0.910562;11.180876;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;gamma;PZ
896;0.662792;2.965527;24;72;0.000201;[0.38 0.84];Average fixed raters;Preprocessed data;G2;delta;T7
897;0.937505;16.001222;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;theta;T7
898;0.937361;15.964489;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;alpha-1;T7
899;0.897588;9.764496;24;72;0.0;[0.81 0.95];Average fixed raters;Preprocessed data;G2;alpha-2;T7
900;0.863304;7.315483;24;72;0.0;[0.75 0.93];Average fixed raters;Preprocessed data;G2;beta1;T7
901;0.937573;16.018766;24;72;0.0;[0.89 0.97];Average fixed raters;Preprocessed data;G2;beta2;T7
902;0.901469;10.149048;24;72;0.0;[0.82 0.95];Average fixed raters;Preprocessed data;G2;beta3;T7
903;0.772143;4.388724;24;72;1e-06;[0.58 0.89];Average fixed raters;Preprocessed data;G2;gamma;T7
904;0.568907;2.319683;24;72;0.003278;[0.21 0.79];Average fixed raters;Preprocessed data;G2;delta;T8
905;0.94741;19.015033;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;theta;T8
906;0.923185;13.018238;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;T8
907;0.907617;10.824534;24;72;0.0;[0.83 0.96];Average fixed raters;Preprocessed data;G2;alpha-2;T8
908;0.883148;8.557801;24;72;0.0;[0.78 0.94];Average fixed raters;Preprocessed data;G2;beta1;T8
909;0.88738;8.879403;24;72;0.0;[0.79 0.95];Average fixed raters;Preprocessed data;G2;beta2;T8
910;0.851118;6.716716;24;72;0.0;[0.73 0.93];Average fixed raters;Preprocessed data;G2;beta3;T8
911;0.74561;3.930966;24;72;4e-06;[0.53 0.88];Average fixed raters;Preprocessed data;G2;gamma;T8
912;0.734779;3.770435;24;72;7e-06;[0.51 0.87];Average fixed raters;Preprocessed data;G2;delta;TP7
913;0.954228;21.847463;24;72;0.0;[0.92 0.98];Average fixed raters;Preprocessed data;G2;theta;TP7
914;0.948785;19.52549;24;72;0.0;[0.91 0.98];Average fixed raters;Preprocessed data;G2;alpha-1;TP7
915;0.927007;13.699949;24;72;0.0;[0.87 0.96];Average fixed raters;Preprocessed data;G2;alpha-2;TP7
916;0.814919;5.403034;24;72;0.0;[0.66 0.91];Average fixed raters;Preprocessed data;G2;beta1;TP7
917;0.936277;15.692965;24;72;0.0;[0.88 0.97];Average fixed raters;Preprocessed data;G2;beta2;TP7
918;0.929729;14.230641;24;72;0.0;[0.87 0.97];Average fixed raters;Preprocessed data;G2;beta3;TP7
919;0.833548;6.007724;24;72;0.0;[0.69 0.92];Average fixed raters;Preprocessed data;G2;gamma;TP7
920;0.732164;3.733624;24;72;8e-06;[0.51 0.87];Average fixed raters;Preprocessed data;G2;delta;TP8
921;0.964394;28.085537;24;72;0.0;[0.93 0.98];Average fixed raters;Preprocessed data;G2;theta;TP8
922;0.92774;13.838853;24;72;0.0;[0.87 0.96];Average fixed raters;Preprocessed data;G2;alpha-1;TP8
923;0.921312;12.708368;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;alpha-2;TP8
924;0.910413;11.162356;24;72;0.0;[0.84 0.96];Average fixed raters;Preprocessed data;G2;beta1;TP8
925;0.946554;18.710315;24;72;0.0;[0.9  0.97];Average fixed raters;Preprocessed data;G2;beta2;TP8
926;0.923839;13.13011;24;72;0.0;[0.86 0.96];Average fixed raters;Preprocessed data;G2;beta3;TP8
927;0.854282;6.862573;24;72;0.0;[0.73 0.93];Average fixed raters;Preprocessed data;G2;gamma;TP8
928;0.895975;9.613065;17;51;0.0;[0.79 0.96];Average fixed raters;Normalized data;CTR;delta;AF3
929;0.970218;33.576863;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;theta;AF3
930;0.94558;18.375491;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;alpha-1;AF3
931;0.948608;19.458278;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;alpha-2;AF3
932;0.969722;33.027062;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;beta1;AF3
933;0.931889;14.68196;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;beta2;AF3
934;0.968074;31.321996;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;beta3;AF3
935;0.94116;16.995346;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;gamma;AF3
936;0.908377;10.914308;17;51;0.0;[0.81 0.96];Average fixed raters;Normalized data;CTR;delta;AF4
937;0.969771;33.080572;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;theta;AF4
938;0.934235;15.2056;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-1;AF4
939;0.935496;15.502927;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-2;AF4
940;0.97015;33.500942;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;beta1;AF4
941;0.953949;21.715183;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;beta2;AF4
942;0.966264;29.641493;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;beta3;AF4
943;0.902069;10.211275;17;51;0.0;[0.8  0.96];Average fixed raters;Normalized data;CTR;gamma;AF4
944;0.922679;12.933154;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;delta;C1
945;0.979482;48.738071;17;51;0.0;[0.96 0.99];Average fixed raters;Normalized data;CTR;theta;C1
946;0.938776;16.333375;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-1;C1
947;0.927214;13.738843;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;alpha-2;C1
948;0.943973;17.8485;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;beta1;C1
949;0.963674;27.528245;17;51;0.0;[0.93 0.98];Average fixed raters;Normalized data;CTR;beta2;C1
950;0.959223;24.523495;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta3;C1
951;0.912873;11.477532;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;gamma;C1
952;0.923192;13.019425;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;delta;C2
953;0.960757;25.482421;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;theta;C2
954;0.9351;15.408394;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-1;C2
955;0.945947;18.500286;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;alpha-2;C2
956;0.958481;24.085362;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;beta1;C2
957;0.968967;32.22399;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;beta2;C2
958;0.970065;33.405208;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;beta3;C2
959;0.881764;8.457681;17;51;0.0;[0.76 0.95];Average fixed raters;Normalized data;CTR;gamma;C2
960;0.862206;7.257221;17;51;0.0;[0.72 0.94];Average fixed raters;Normalized data;CTR;delta;C3
961;0.973617;37.903411;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;theta;C3
962;0.933131;14.954647;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;alpha-1;C3
963;0.941498;17.093363;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;alpha-2;C3
964;0.948151;19.286658;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;beta1;C3
965;0.931915;14.687529;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;beta2;C3
966;0.952531;21.066208;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;beta3;C3
967;0.840465;6.268206;17;51;0.0;[0.67 0.93];Average fixed raters;Normalized data;CTR;gamma;C3
968;0.90715;10.770016;17;51;0.0;[0.81 0.96];Average fixed raters;Normalized data;CTR;delta;C4
969;0.973395;37.586868;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;theta;C4
970;0.943444;17.681584;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;alpha-1;C4
971;0.931735;14.648821;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;alpha-2;C4
972;0.950945;20.385446;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;beta1;C4
973;0.934667;15.306111;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;beta2;C4
974;0.958843;24.297037;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta3;C4
975;0.891262;9.196375;17;51;0.0;[0.78 0.95];Average fixed raters;Normalized data;CTR;gamma;C4
976;0.895162;9.538481;17;51;0.0;[0.79 0.96];Average fixed raters;Normalized data;CTR;delta;C5
977;0.957772;23.681078;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;theta;C5
